article_title,country,lastrevid,article_quality,population,region
Ei Thinzar Maung,Myanmar,1097749207.0,Start,54.2,SOUTHEAST ASIA
M. A. Gaffar,Myanmar,1077127256.0,C,54.2,SOUTHEAST ASIA
Han Tha Myint,Myanmar,1004945052.0,Start,54.2,SOUTHEAST ASIA
Hla Maung Shwe,Myanmar,1080777311.0,Stub,54.2,SOUTHEAST ASIA
Hso Khan Pha,Myanmar,1084108657.0,C,54.2,SOUTHEAST ASIA
Nai Htaw Sorn,Myanmar,1063720253.0,Start,54.2,SOUTHEAST ASIA
Htay Aung (businessman),Myanmar,1108033224.0,Start,54.2,SOUTHEAST ASIA
Htin Linn Aung,Myanmar,1111075237.0,Start,54.2,SOUTHEAST ASIA
Ja Htoi Pan,Myanmar,1088361136.0,Stub,54.2,SOUTHEAST ASIA
Khin Kyaw Han,Myanmar,1036478390.0,Stub,54.2,SOUTHEAST ASIA
Khin Ma Ma Myo,Myanmar,1044647145.0,Stub,54.2,SOUTHEAST ASIA
Khin Maung Swe,Myanmar,1102466399.0,Start,54.2,SOUTHEAST ASIA
Khun San Lwin,Myanmar,964464657.0,Stub,54.2,SOUTHEAST ASIA
Ko Ni,Myanmar,1109319228.0,GA,54.2,SOUTHEAST ASIA
Thakin Kodaw Hmaing,Myanmar,1063716795.0,C,54.2,SOUTHEAST ASIA
Kwe Te No,Myanmar,1009433548.0,Stub,54.2,SOUTHEAST ASIA
Sao Kya Seng,Myanmar,1063720601.0,Start,54.2,SOUTHEAST ASIA
Kyaw Moe Tun,Myanmar,1104060130.0,GA,54.2,SOUTHEAST ASIA
Kyaw Myint,Myanmar,1105968423.0,Start,54.2,SOUTHEAST ASIA
Kyaw Ni,Myanmar,1065336699.0,Stub,54.2,SOUTHEAST ASIA
Kyaw Tun,Myanmar,943370816.0,C,54.2,SOUTHEAST ASIA
Kyaw Zaw Oo,Myanmar,1073118078.0,C,54.2,SOUTHEAST ASIA
Duwa Lashi La,Myanmar,1111778584.0,Start,54.2,SOUTHEAST ASIA
Lian Hmung Sakhong,Myanmar,1060132892.0,Stub,54.2,SOUTHEAST ASIA
Sultan Mahmud (minister),Myanmar,1114780616.0,Start,54.2,SOUTHEAST ASIA
Maran Brang Seng,Myanmar,1108940186.0,Start,54.2,SOUTHEAST ASIA
Gani Markan,Myanmar,1077040045.0,Stub,54.2,SOUTHEAST ASIA
Maw Htun Aung,Myanmar,1064354803.0,C,54.2,SOUTHEAST ASIA
Mya Lay Sein,Myanmar,1109316290.0,Start,54.2,SOUTHEAST ASIA
"Myint Swe (politician, born 1965)",Myanmar,1073118310.0,Stub,54.2,SOUTHEAST ASIA
Myo Yan Naung Thein,Myanmar,1072977583.0,Start,54.2,SOUTHEAST ASIA
Naw Ohn Hla,Myanmar,1088361138.0,C,54.2,SOUTHEAST ASIA
Nay Myo Wai,Myanmar,1065794809.0,Start,54.2,SOUTHEAST ASIA
Nay Zin Lat,Myanmar,1052916362.0,Stub,54.2,SOUTHEAST ASIA
Nyi Sein,Myanmar,1073118482.0,Stub,54.2,SOUTHEAST ASIA
Nyo Nyo Thin,Myanmar,1031818615.0,Start,54.2,SOUTHEAST ASIA
Oscar de Glanville,Myanmar,1087056648.0,Start,54.2,SOUTHEAST ASIA
San Tun,Myanmar,904203856.0,Stub,54.2,SOUTHEAST ASIA
Sasa (politician),Myanmar,1100369987.0,C,54.2,SOUTHEAST ASIA
Saw Sa,Myanmar,1087057198.0,C,54.2,SOUTHEAST ASIA
Saya Gyi U Nu,Myanmar,1061283173.0,GA,54.2,SOUTHEAST ASIA
Sein Win (politician),Myanmar,1073118868.0,Start,54.2,SOUTHEAST ASIA
Sao Seng Suk,Myanmar,1086413674.0,Stub,54.2,SOUTHEAST ASIA
Shwe Ohn,Myanmar,1039272113.0,Stub,54.2,SOUTHEAST ASIA
Soe Moe Hlaing,Myanmar,1098801536.0,Start,54.2,SOUTHEAST ASIA
Sultan Ahmed (Burmese politician),Myanmar,1105597024.0,Start,54.2,SOUTHEAST ASIA
Naw Susanna Hla Hla Soe,Myanmar,1088361145.0,Start,54.2,SOUTHEAST ASIA
Tan Yu Sai,Myanmar,987791661.0,Stub,54.2,SOUTHEAST ASIA
Taw Phaya Galay,Myanmar,1096513590.0,C,54.2,SOUTHEAST ASIA
Tayzar San,Myanmar,1038023615.0,Start,54.2,SOUTHEAST ASIA
Tha Aye,Myanmar,920911377.0,Stub,54.2,SOUTHEAST ASIA
Than Nyein,Myanmar,1099560456.0,Start,54.2,SOUTHEAST ASIA
Than Sein,Myanmar,984131584.0,Stub,54.2,SOUTHEAST ASIA
Than Win,Myanmar,1050686993.0,Start,54.2,SOUTHEAST ASIA
Thaung Tun (minister),Myanmar,1091685823.0,Start,54.2,SOUTHEAST ASIA
Baganset U Thaw,Myanmar,1087454147.0,C,54.2,SOUTHEAST ASIA
Thein Maung,Myanmar,1065733251.0,Start,54.2,SOUTHEAST ASIA
Thein Nyunt (politician),Myanmar,1111654182.0,Start,54.2,SOUTHEAST ASIA
Thet Win Aung,Myanmar,977644647.0,Start,54.2,SOUTHEAST ASIA
Thirty Comrades,Myanmar,1112536598.0,GA,54.2,SOUTHEAST ASIA
Tin Aye,Myanmar,1005117819.0,Stub,54.2,SOUTHEAST ASIA
Tu Hkawng,Myanmar,1060133433.0,Start,54.2,SOUTHEAST ASIA
Wai Moe Naing,Myanmar,1054632633.0,Start,54.2,SOUTHEAST ASIA
Win Ko Ko Latt,Myanmar,1076941438.0,Start,54.2,SOUTHEAST ASIA
Maung Wuntha,Myanmar,1082083580.0,Start,54.2,SOUTHEAST ASIA
Yawd Serk,Myanmar,1073119108.0,Stub,54.2,SOUTHEAST ASIA
Za Hlei Thang,Myanmar,1098512604.0,C,54.2,SOUTHEAST ASIA
Zaw Htay,Myanmar,1114885327.0,Start,54.2,SOUTHEAST ASIA
Zura Begum,Myanmar,1073818086.0,Stub,54.2,SOUTHEAST ASIA
Ben Africa,Namibia,1083488754.0,Start,2.6,SOUTHERN AFRICA
Hendrina Afrikaner,Namibia,1002561151.0,Stub,2.6,SOUTHERN AFRICA
Jager Afrikaner,Namibia,1063145716.0,Start,2.6,SOUTHERN AFRICA
Jonker Afrikaner,Namibia,1072451612.0,Start,2.6,SOUTHERN AFRICA
Klaas Afrikaner,Namibia,1084873676.0,Stub,2.6,SOUTHERN AFRICA
Erginus Endjala,Namibia,1112849323.0,Stub,2.6,SOUTHERN AFRICA
Dap Izaaks,Namibia,1082617471.0,Stub,2.6,SOUTHERN AFRICA
Piet Junius,Namibia,1104226275.0,Start,2.6,SOUTHERN AFRICA
Gottlob Mbaukua,Namibia,946596970.0,Stub,2.6,SOUTHERN AFRICA
John McNab,Namibia,1105017844.0,Start,2.6,SOUTHERN AFRICA
Maxie Minnaar,Namibia,1105191855.0,Start,2.6,SOUTHERN AFRICA
Nehale Mpingana,Namibia,1113800690.0,Start,2.6,SOUTHERN AFRICA
Manasse ǃNoreseb,Namibia,1015106908.0,C,2.6,SOUTHERN AFRICA
Thimoteus Tjamuaha,Namibia,1095062805.0,Stub,2.6,SOUTHERN AFRICA
Erastus Tjejamba,Namibia,1040560547.0,Stub,2.6,SOUTHERN AFRICA
Cornelius van Wyk,Namibia,1077993801.0,Stub,2.6,SOUTHERN AFRICA
Eben van Zijl,Namibia,1084871731.0,Start,2.6,SOUTHERN AFRICA
Yuvaraj Adhikari,Nepal,1026960528.0,Stub,30.9,SOUTH ASIA
Surya Bahadur KC,Nepal,1108008290.0,Stub,30.9,SOUTH ASIA
Mohan Baral,Nepal,1047930532.0,Stub,30.9,SOUTH ASIA
Gopal Kumar Basnet,Nepal,1095758526.0,Stub,30.9,SOUTH ASIA
Dhokal Singh Basnyat,Nepal,1047820675.0,Stub,30.9,SOUTH ASIA
Chakra Prasad Bastola,Nepal,1111480619.0,C,30.9,SOUTH ASIA
Rupchandra Bista,Nepal,1052265659.0,Stub,30.9,SOUTH ASIA
Gagan Singh Bhandari,Nepal,1105250576.0,Start,30.9,SOUTH ASIA
Rajendra Laxmi Gaire,Nepal,1095759265.0,Stub,30.9,SOUTH ASIA
Umesh Prasad Giri,Nepal,1009406646.0,Stub,30.9,SOUTH ASIA
Harka Gurung,Nepal,1106745635.0,Start,30.9,SOUTH ASIA
Ram Chandra Jha,Nepal,1093324671.0,Start,30.9,SOUTH ASIA
Prem Bahadur Kansakar,Nepal,1076071925.0,C,30.9,SOUTH ASIA
Ratneshwar Lal Kayastha,Nepal,1102776133.0,Start,30.9,SOUTH ASIA
Rajanra KC,Nepal,1060501973.0,Stub,30.9,SOUTH ASIA
Keshav Sthapit,Nepal,1109551794.0,Start,30.9,SOUTH ASIA
Bishal Khadka,Nepal,1106387853.0,Stub,30.9,SOUTH ASIA
Devi Khadka,Nepal,1092210188.0,Start,30.9,SOUTH ASIA
Yadunath Khanal,Nepal,1078215877.0,Start,30.9,SOUTH ASIA
Gore Bahadur Khapangi,Nepal,1113100136.0,Stub,30.9,SOUTH ASIA
Krishna Chandra Nepali Pokharel,Nepal,1102403611.0,C,30.9,SOUTH ASIA
Chiri Babu Maharjan,Nepal,1113666190.0,C,30.9,SOUTH ASIA
Mahendra Bahadur Bista,Nepal,1077128101.0,Stub,30.9,SOUTH ASIA
Gajraj Mishra,Nepal,1106167914.0,Start,30.9,SOUTH ASIA
Pande family,Nepal,1111670930.0,FA,30.9,SOUTH ASIA
Ganesh Pandey,Nepal,1085614813.0,C,30.9,SOUTH ASIA
Leela Mani Paudyal,Nepal,1109590767.0,C,30.9,SOUTH ASIA
Bidhyanath Pokhrel,Nepal,1060504380.0,Stub,30.9,SOUTH ASIA
Radhika Tamang,Nepal,1105498973.0,Stub,30.9,SOUTH ASIA
Laxman Rajbanshi,Nepal,1092220542.0,Stub,30.9,SOUTH ASIA
Bharat Shumsher Jung Bahadur Rana,Nepal,1080440808.0,Stub,30.9,SOUTH ASIA
Dhir Shumsher Rana,Nepal,1113536460.0,FA,30.9,SOUTH ASIA
Diamond Shumsher Rana,Nepal,1101086758.0,Stub,30.9,SOUTH ASIA
Kali Bahadur Sahakri,Nepal,1060541259.0,Stub,30.9,SOUTH ASIA
Balen Shah,Nepal,1115570268.0,C,30.9,SOUTH ASIA
Bam Shah,Nepal,1107329363.0,Start,30.9,SOUTH ASIA
Bishnu Pratap Shah,Nepal,1113191068.0,C,30.9,SOUTH ASIA
Jeevan Bahadur Shahi,Nepal,1113167809.0,Start,30.9,SOUTH ASIA
Shukraraj Shastri,Nepal,1096679892.0,C,30.9,SOUTH ASIA
Sonam Gyalchhen Sherpa,Nepal,1095759552.0,Stub,30.9,SOUTH ASIA
Motidevi Shrestha,Nepal,1069184655.0,Stub,30.9,SOUTH ASIA
Khadga Man Singh,Nepal,1080640494.0,Stub,30.9,SOUTH ASIA
Sanu Siva,Nepal,1106065582.0,Stub,30.9,SOUTH ASIA
Bhuwan Bahadur Sunar,Nepal,1095758222.0,Stub,30.9,SOUTH ASIA
Surya Raj Acharya,Nepal,1111084487.0,Start,30.9,SOUTH ASIA
Thapa dynasty,Nepal,1102589358.0,GA,30.9,SOUTH ASIA
Ranabir Singh Thapa,Nepal,1083766451.0,GA,30.9,SOUTH ASIA
Goma Devi Timilsina,Nepal,1095758525.0,Stub,30.9,SOUTH ASIA
Vrajanath Poudyal,Nepal,1109814259.0,Start,30.9,SOUTH ASIA
Dharma Ratna Yami,Nepal,1113442912.0,C,30.9,SOUTH ASIA
Igram van Achelen,Netherlands,1068782309.0,Stub,17.7,WESTERN EUROPE
Charetti America-Francisca,Netherlands,1099607334.0,Start,17.7,WESTERN EUROPE
Vic Bonke,Netherlands,1107608633.0,Stub,17.7,WESTERN EUROPE
Marianne Burgman,Netherlands,1101574965.0,Start,17.7,WESTERN EUROPE
Dirck Coornhert,Netherlands,1095667704.0,C,17.7,WESTERN EUROPE
P. F. Dahler,Netherlands,1095339677.0,C,17.7,WESTERN EUROPE
Fred Dekker (politician),Netherlands,1062551798.0,Stub,17.7,WESTERN EUROPE
Jan Dijkema,Netherlands,1098992494.0,Start,17.7,WESTERN EUROPE
Jeanne Fortanier-de Wit,Netherlands,1059113335.0,Stub,17.7,WESTERN EUROPE
Jan Geersing,Netherlands,1110877576.0,C,17.7,WESTERN EUROPE
Leon Geurts,Netherlands,1090785915.0,Stub,17.7,WESTERN EUROPE
Cornelis de Gijselaar,Netherlands,984321838.0,Start,17.7,WESTERN EUROPE
Alexander Gogel,Netherlands,1056614133.0,C,17.7,WESTERN EUROPE
Sicco van Goslinga,Netherlands,1090880662.0,C,17.7,WESTERN EUROPE
Hugo Grotius,Netherlands,1110845841.0,C,17.7,WESTERN EUROPE
Tsjalling Hiddes Halbertsma,Netherlands,1110513709.0,GA,17.7,WESTERN EUROPE
Dick de Hoog,Netherlands,1088072022.0,C,17.7,WESTERN EUROPE
Mien van Itallie-Van Embden,Netherlands,1092931690.0,Start,17.7,WESTERN EUROPE
"Jacob van den Eynde, Governor of Woerden",Netherlands,1068845831.0,C,17.7,WESTERN EUROPE
Ehsan Jami,Netherlands,1106276053.0,C,17.7,WESTERN EUROPE
Allart Pieter van Jongestall,Netherlands,1096414908.0,GA,17.7,WESTERN EUROPE
Fridolin Marinus Knobel,Netherlands,1023804370.0,Start,17.7,WESTERN EUROPE
Martin Konings,Netherlands,1112164477.0,Stub,17.7,WESTERN EUROPE
Theodorus van Kooten,Netherlands,1052740212.0,Stub,17.7,WESTERN EUROPE
Jan Krajenbrink,Netherlands,1104399014.0,Stub,17.7,WESTERN EUROPE
Jan ter Laan,Netherlands,1068846473.0,Start,17.7,WESTERN EUROPE
Reinier van Lanschot,Netherlands,1109042647.0,C,17.7,WESTERN EUROPE
Elbertus Leoninus,Netherlands,1096417753.0,C,17.7,WESTERN EUROPE
"Leopold Karel, Count of Limburg Stirum",Netherlands,1106865567.0,Start,17.7,WESTERN EUROPE
Taco Ludigman,Netherlands,970584944.0,Stub,17.7,WESTERN EUROPE
Pieter Daniël Eugenius MacPherson,Netherlands,955584741.0,Stub,17.7,WESTERN EUROPE
"Toine Manders (politician, born 1969)",Netherlands,1076174326.0,Stub,17.7,WESTERN EUROPE
Henri Marchant,Netherlands,1092749754.0,Start,17.7,WESTERN EUROPE
Durk van der Mei,Netherlands,1113277095.0,Stub,17.7,WESTERN EUROPE
Sergej Moleveld,Netherlands,1094280379.0,Stub,17.7,WESTERN EUROPE
William Moorlag,Netherlands,1047584380.0,Stub,17.7,WESTERN EUROPE
Pieter Paulus,Netherlands,933612093.0,B,17.7,WESTERN EUROPE
André Peperkoorn,Netherlands,1032718670.0,Start,17.7,WESTERN EUROPE
Grace Schneiders-Howard,Netherlands,1095800611.0,GA,17.7,WESTERN EUROPE
Apollonius Schotte,Netherlands,1032311861.0,Stub,17.7,WESTERN EUROPE
Fedde Schurer,Netherlands,1089197423.0,B,17.7,WESTERN EUROPE
Florens van der Spek,Netherlands,1111908414.0,Start,17.7,WESTERN EUROPE
Victor de Stuers,Netherlands,1096429041.0,C,17.7,WESTERN EUROPE
Cornelis van Aarsens,Netherlands,1023030987.0,Start,17.7,WESTERN EUROPE
Hugo van den Eynde,Netherlands,1115856466.0,Start,17.7,WESTERN EUROPE
Viglius,Netherlands,1096429102.0,Start,17.7,WESTERN EUROPE
Rudi Vis,Netherlands,1074946503.0,Start,17.7,WESTERN EUROPE
Anton August van Vloten,Netherlands,1113565390.0,Start,17.7,WESTERN EUROPE
Pieter Vreede,Netherlands,1094968550.0,Start,17.7,WESTERN EUROPE
Steef Weijers,Netherlands,1099981628.0,Stub,17.7,WESTERN EUROPE
Christine Wttewaall van Stoetwegen,Netherlands,1077665112.0,Stub,17.7,WESTERN EUROPE
Guillermo Arce Castaño,Nicaragua,1112499974.0,Stub,6.7,CENTRAL AMERICA
Oscar Danilo Blandón,Nicaragua,1113478079.0,Start,6.7,CENTRAL AMERICA
José Francisco Cardenal,Nicaragua,1017388553.0,Start,6.7,CENTRAL AMERICA
Pedro Joaquín Chamorro Barrios,Nicaragua,1111610717.0,C,6.7,CENTRAL AMERICA
Juan Sebastián Chamorro,Nicaragua,1108120275.0,C,6.7,CENTRAL AMERICA
Edipcia Dubón,Nicaragua,1053055741.0,Stub,6.7,CENTRAL AMERICA
Luis Fley,Nicaragua,1108120436.0,Start,6.7,CENTRAL AMERICA
George Henriquez,Nicaragua,1108120156.0,C,6.7,CENTRAL AMERICA
Antonio Lacayo,Nicaragua,1059108508.0,Start,6.7,CENTRAL AMERICA
Miguel Larreynaga,Nicaragua,1104594869.0,Stub,6.7,CENTRAL AMERICA
Félix Maradiaga,Nicaragua,1071598737.0,C,6.7,CENTRAL AMERICA
Paul Oquist,Nicaragua,1098836735.0,Start,6.7,CENTRAL AMERICA
Maximino Rodríguez Martínez,Nicaragua,1076166578.0,Stub,6.7,CENTRAL AMERICA
Marou Amadou,Niger,1008239441.0,Stub,26.2,WESTERN AFRICA
Oumar Ba,Niger,1034543452.0,Stub,26.2,WESTERN AFRICA
Alidou Barkire,Niger,1069346203.0,Stub,26.2,WESTERN AFRICA
Mano Dayak,Niger,1098168543.0,Start,26.2,WESTERN AFRICA
Moussa Moumouni Djermakoye,Niger,1032108693.0,C,26.2,WESTERN AFRICA
Abdoulkarim Goukoye,Niger,1100035673.0,Stub,26.2,WESTERN AFRICA
N’Gadé Nana Hadiza Noma Kaka,Niger,1109517592.0,Stub,26.2,WESTERN AFRICA
Moussa Seybou Kassey,Niger,1101187586.0,Stub,26.2,WESTERN AFRICA
Djibo Salamatou Gourouza Magagi,Niger,1104316295.0,Stub,26.2,WESTERN AFRICA
Karidjo Mahamadou,Niger,1008239538.0,Start,26.2,WESTERN AFRICA
Ouhoumoudou Mahamadou,Niger,1105116087.0,Start,26.2,WESTERN AFRICA
Mohamadou Djibrilla Maïga,Niger,908343187.0,Stub,26.2,WESTERN AFRICA
Issoufou Saidou-Djermakoye,Niger,1051805763.0,Stub,26.2,WESTERN AFRICA
Issoufou Sidibé,Niger,1007533517.0,C,26.2,WESTERN AFRICA
Yacouba Sido,Niger,1006373883.0,Stub,26.2,WESTERN AFRICA
Sadou Soloké,Niger,994723739.0,Stub,26.2,WESTERN AFRICA
Saloum Traoré,Niger,747227236.0,Stub,26.2,WESTERN AFRICA
Abdul-Azeez Olajide Adediran,Nigeria,1105091914.0,Start,218.5,WESTERN AFRICA
Saidu Musa Abdullahi,Nigeria,1079931037.0,Start,218.5,WESTERN AFRICA
Aliyu Sabi Abdullahi,Nigeria,1077854955.0,Stub,218.5,WESTERN AFRICA
Mohammed Hassan Abdullahi,Nigeria,1110417900.0,Start,218.5,WESTERN AFRICA
Abiodun Abimbola Orekoya,Nigeria,,,218.5,WESTERN AFRICA
Abubakar Kabir Abubakar,Nigeria,1107155705.0,Start,218.5,WESTERN AFRICA
Stephen Makoji Achema,Nigeria,1107399955.0,Stub,218.5,WESTERN AFRICA
Tajudeen Adeyemi Adefisoye,Nigeria,1092316412.0,Start,218.5,WESTERN AFRICA
Lateef Adegbite,Nigeria,1091928046.0,C,218.5,WESTERN AFRICA
Busari Adelakun,Nigeria,1103934292.0,Start,218.5,WESTERN AFRICA
Adedeji Adeleke,Nigeria,1111696461.0,Stub,218.5,WESTERN AFRICA
Adelere Adeyemi Oriolowo,Nigeria,1115252409.0,Start,218.5,WESTERN AFRICA
Rotimi Adelola,Nigeria,1103253879.0,Start,218.5,WESTERN AFRICA
Adelusi Adeluyi,Nigeria,1114395269.0,Stub,218.5,WESTERN AFRICA
Azeez Issa Adesiji,Nigeria,1029928326.0,Stub,218.5,WESTERN AFRICA
Akinwumi Adesina,Nigeria,1114503005.0,C,218.5,WESTERN AFRICA
Samuel Adesina,Nigeria,1069851870.0,Stub,218.5,WESTERN AFRICA
Funke Adesiyan,Nigeria,1114703719.0,Start,218.5,WESTERN AFRICA
Segun “Aeroland” Adewale,Nigeria,,,218.5,WESTERN AFRICA
Kola Adewusi,Nigeria,1112858140.0,Stub,218.5,WESTERN AFRICA
Thomas Aguiyi-Ironsi,Nigeria,1088294556.0,Stub,218.5,WESTERN AFRICA
Agboola Ajayi,Nigeria,1112880539.0,C,218.5,WESTERN AFRICA
Michael Ajegbo,Nigeria,1104061250.0,Start,218.5,WESTERN AFRICA
Kayode Ajulo,Nigeria,1105924265.0,Start,218.5,WESTERN AFRICA
Christopher Pere Ajuwa,Nigeria,1103496845.0,C,218.5,WESTERN AFRICA
Funke Akindele,Nigeria,1113804278.0,C,218.5,WESTERN AFRICA
Janet Akinrinade,Nigeria,1011025496.0,Start,218.5,WESTERN AFRICA
Hussaini Akwanga,Nigeria,1101221420.0,Stub,218.5,WESTERN AFRICA
Oloye Akin Alabi,Nigeria,1104328791.0,C,218.5,WESTERN AFRICA
Timi Alaibe,Nigeria,1067060967.0,C,218.5,WESTERN AFRICA
Tayo Alasoadura,Nigeria,1115557492.0,Start,218.5,WESTERN AFRICA
Zainab Abubakar Alman,Nigeria,1108994900.0,Start,218.5,WESTERN AFRICA
William Nwankwo Alo,Nigeria,1104063039.0,Start,218.5,WESTERN AFRICA
Temitope Aluko,Nigeria,1109269728.0,Start,218.5,WESTERN AFRICA
Mbazulike Amaechi,Nigeria,1104063308.0,Stub,218.5,WESTERN AFRICA
Joseph Oqua Ansa,Nigeria,1096256923.0,Stub,218.5,WESTERN AFRICA
Chima Anyaso,Nigeria,1104061572.0,Stub,218.5,WESTERN AFRICA
Benjamin Anyene,Nigeria,1090067175.0,Start,218.5,WESTERN AFRICA
Dapo Folorunsho Asaju,Nigeria,1115360976.0,Start,218.5,WESTERN AFRICA
Tony Ene Asuquo,Nigeria,1047329040.0,Stub,218.5,WESTERN AFRICA
Erastus Awortu,Nigeria,1115061533.0,Start,218.5,WESTERN AFRICA
Abok Ayuba,Nigeria,1068569275.0,Stub,218.5,WESTERN AFRICA
Yusuf Datti Baba-Ahmed,Nigeria,1112527101.0,C,218.5,WESTERN AFRICA
Jibrin Ndagi Baba,Nigeria,1047329055.0,Stub,218.5,WESTERN AFRICA
Musa Babayo,Nigeria,1086280570.0,C,218.5,WESTERN AFRICA
Enitan Badru,Nigeria,1086957520.0,Stub,218.5,WESTERN AFRICA
Hadiza Bala Usman,Nigeria,1109574116.0,C,218.5,WESTERN AFRICA
Kande Balarabe,Nigeria,1064432631.0,Stub,218.5,WESTERN AFRICA
Michael Opeyemi Bamidele,Nigeria,1100018321.0,Start,218.5,WESTERN AFRICA
Richard Bamisile,Nigeria,1084509214.0,C,218.5,WESTERN AFRICA
Adebayo Johnson Bankole,Nigeria,1064432244.0,Start,218.5,WESTERN AFRICA
Banky W.,Nigeria,1113861594.0,C,218.5,WESTERN AFRICA
Mohammed Barkindo,Nigeria,1112949012.0,C,218.5,WESTERN AFRICA
Sanusi Ado Bayero,Nigeria,1073462486.0,C,218.5,WESTERN AFRICA
Mohammed Bello-Koko,Nigeria,1084363053.0,C,218.5,WESTERN AFRICA
Muktar Aliyu Betara,Nigeria,1090884880.0,C,218.5,WESTERN AFRICA
Ibrahim Mohammed Bomai,Nigeria,1113321215.0,C,218.5,WESTERN AFRICA
Abdulfatai Buhari,Nigeria,1093648713.0,Stub,218.5,WESTERN AFRICA
Alhaji Hassan Dalhat,Nigeria,1041777508.0,Stub,218.5,WESTERN AFRICA
Jake Dan-Azumi,Nigeria,1091985434.0,Start,218.5,WESTERN AFRICA
Ibrahim Abdullahi Danbaba,Nigeria,1019728771.0,Start,218.5,WESTERN AFRICA
Abdurrahman Shugaba Darman,Nigeria,1067329087.0,Start,218.5,WESTERN AFRICA
David Dafinone,Nigeria,1082645980.0,Start,218.5,WESTERN AFRICA
Sam Dede,Nigeria,1114415772.0,Start,218.5,WESTERN AFRICA
Biobarakuma Degi,Nigeria,1114496753.0,Start,218.5,WESTERN AFRICA
Tonto Dikeh,Nigeria,1113805467.0,C,218.5,WESTERN AFRICA
Dipo Dina,Nigeria,1092395420.0,Start,218.5,WESTERN AFRICA
Bunmi Dipo Salami,Nigeria,1049897250.0,C,218.5,WESTERN AFRICA
David Edevbie,Nigeria,1108032614.0,C,218.5,WESTERN AFRICA
Yul Edochie,Nigeria,1114472364.0,C,218.5,WESTERN AFRICA
Edwin Clark (politician),Nigeria,1080130570.0,Start,218.5,WESTERN AFRICA
Bisi Egbeyemi,Nigeria,1112876732.0,Start,218.5,WESTERN AFRICA
Osagie Ehanire,Nigeria,1115254714.0,C,218.5,WESTERN AFRICA
Chris Ekiyor,Nigeria,1109858012.0,Start,218.5,WESTERN AFRICA
Maurice Ekpenyong,Nigeria,1047329498.0,Stub,218.5,WESTERN AFRICA
Owoidighe Ekpoatai,Nigeria,1002808737.0,Start,218.5,WESTERN AFRICA
Desmond Elliot,Nigeria,1113834632.0,C,218.5,WESTERN AFRICA
Uzoma Emenike,Nigeria,1086340771.0,Start,218.5,WESTERN AFRICA
Ken Erics,Nigeria,1112370663.0,C,218.5,WESTERN AFRICA
Tunde Eso,Nigeria,1081754101.0,Start,218.5,WESTERN AFRICA
Effiong Okon Eyo,Nigeria,1108885658.0,Start,218.5,WESTERN AFRICA
Ezekiel Warigbani,Nigeria,1094421631.0,Stub,218.5,WESTERN AFRICA
Francis Adenigba Fadahunsi,Nigeria,1073223354.0,Stub,218.5,WESTERN AFRICA
Femi Falana,Nigeria,1108276848.0,Start,218.5,WESTERN AFRICA
Ayo Fasanmi,Nigeria,1106267573.0,Start,218.5,WESTERN AFRICA
Babatunde Fowler,Nigeria,1094225887.0,Start,218.5,WESTERN AFRICA
Frank Oputa-Otutu,Nigeria,1047328837.0,Stub,218.5,WESTERN AFRICA
Ismaila Isa Funtua,Nigeria,1111899459.0,Start,218.5,WESTERN AFRICA
Zakariyau Galadima,Nigeria,1056352619.0,Stub,218.5,WESTERN AFRICA
Abdullahi Idris Garba,Nigeria,1093774496.0,Start,218.5,WESTERN AFRICA
Abdullahi Abubakar Gumel,Nigeria,1093916763.0,Start,218.5,WESTERN AFRICA
Hadi Sirika,Nigeria,1110889926.0,C,218.5,WESTERN AFRICA
Humphrey Omo-Osagie,Nigeria,1067046531.0,Start,218.5,WESTERN AFRICA
Gregory Ibe,Nigeria,1113143188.0,Stub,218.5,WESTERN AFRICA
Chukwuma Frank Ibezim,Nigeria,1077872899.0,Start,218.5,WESTERN AFRICA
Ibrahim Tako,Nigeria,1059703749.0,Start,218.5,WESTERN AFRICA
Unyime Idem,Nigeria,1114220725.0,C,218.5,WESTERN AFRICA
Idris Garba Kareka,Nigeria,1099708292.0,Start,218.5,WESTERN AFRICA
Eric Kelechi Igwe,Nigeria,1094399944.0,Stub,218.5,WESTERN AFRICA
S.G. Ikoku,Nigeria,1079982142.0,C,218.5,WESTERN AFRICA
Nkechi Ikpeazu,Nigeria,1092284105.0,Start,218.5,WESTERN AFRICA
Terkimbi Ikyange,Nigeria,1040999318.0,Start,218.5,WESTERN AFRICA
Christopher Imumolen,Nigeria,1108274158.0,C,218.5,WESTERN AFRICA
Modupe Irele,Nigeria,1074572057.0,Start,218.5,WESTERN AFRICA
Joseph Itotoh,Nigeria,1112823244.0,Stub,218.5,WESTERN AFRICA
Agom Jarigbe,Nigeria,1103263976.0,Start,218.5,WESTERN AFRICA
Manasseh Daniel Jatau,Nigeria,1079757944.0,Stub,218.5,WESTERN AFRICA
Ibrahim Usman Jibril,Nigeria,1115701374.0,C,218.5,WESTERN AFRICA
Abdulmumin Jibrin,Nigeria,1113198170.0,C,218.5,WESTERN AFRICA
Sarah Jibrin,Nigeria,1047324003.0,Stub,218.5,WESTERN AFRICA
Mercy Johnson,Nigeria,1114578833.0,GA,218.5,WESTERN AFRICA
Ahmad Babba Kaita,Nigeria,1109333929.0,C,218.5,WESTERN AFRICA
Dauda Kako Are,Nigeria,1111732285.0,Stub,218.5,WESTERN AFRICA
